Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	7	12.28070175	4.29E-04	"P51659, Q9BUT1, Q8N4T8, P49327, P28845, Q6UWP2, Q9BPX1"	57	99	5569	6.908204856	0.07593631	0.013076135	0.529211028
REACTOME_PATHWAY	R-HSA-2408508:R-HSA-2408508	3	5.263157895	0.002018473	"P50135, P40261, Q14749"	35	8	3881	41.58214286	0.101552682	0.101552682	1.952010309
GOTERM_MF_DIRECT	GO:0003886~DNA (cytosine-5-)-methyltransferase activity	3	5.263157895	5.88E-04	"Q9Y6K1, P26358, O14717"	57	4	5569	73.27631579	0.102621393	0.015349185	0.724859842
GOTERM_MF_DIRECT	GO:0009008~DNA-methyltransferase activity	3	5.263157895	9.74E-04	"Q9Y6K1, P26358, Q5T8I9"	57	5	5569	58.62105263	0.164171297	0.022167067	1.197672062
GOTERM_MF_DIRECT	GO:0008171~O-methyltransferase activity	3	5.263157895	9.74E-04	"P46597, Q5T8I9, Q86VU5"	57	5	5569	58.62105263	0.164171297	0.022167067	1.197672062
GAD_DISEASE	subtelomeric hypomethylation	3	5.263157895	8.96E-04	"Q9Y6K1, P26358, O14717"	44	5	4450	60.68181818	0.172985146	0.09059643	1.127235271
REACTOME_PATHWAY	R-HSA-6782315:R-HSA-6782315	3	5.263157895	0.006347425	"O14717, Q9UJA5, Q96FX7"	35	14	3881	23.76122449	0.286437869	0.155273932	6.02355581
GAD_DISEASE	drug-related genes 	6	10.52631579	0.002764414	"Q92506, P51580, Q14353, P11086, P50135, P40261"	44	102	4450	5.949197861	0.443933424	0.177677329	3.442153244
GOTERM_MF_DIRECT	GO:0070402~NADPH binding	3	5.263157895	0.005154047	"Q8N4T8, P49327, O75828"	57	11	5569	26.64593301	0.61356709	0.100255201	6.188489077
KEGG_PATHWAY	hsa00520:Amino sugar and nucleotide sugar metabolism	3	5.263157895	0.027255774	"Q14376, O60701, O60547"	28	31	3211	11.09792627	0.640291684	0.288813519	21.97422146
GOTERM_BP_DIRECT	GO:0006400~tRNA modification	3	5.263157895	0.00515225	"O14717, Q9UJA5, Q96FX7"	57	11	5570	26.6507177	0.651381151	0.190027689	6.289033288
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	9	15.78947368	0.006256447	"Q92506, Q8N4T8, O60701, P49327, P28845, Q6UWP2, O75828, P16152, Q9BPX1"	57	279	5570	3.152235427	0.722052902	0.192156893	7.588564175
KEGG_PATHWAY	hsa00330:Arginine and proline metabolism	3	5.263157895	0.034166297	"P19623, Q14353, P52788"	28	35	3211	9.829591837	0.723696	0.274985332	26.81267055
REACTOME_PATHWAY	R-HSA-535734:R-HSA-535734	2	3.50877193	0.026058969	"Q92506, Q8N4T8"	35	3	3881	73.92380952	0.753264802	0.372793762	22.71077848
GOTERM_BP_DIRECT	GO:0006479~protein methylation	3	5.263157895	0.008361471	"Q8WXB1, Q9UIC8, Q5VZV1"	57	14	5570	20.93984962	0.81965999	0.217061875	10.02012796
REACTOME_PATHWAY	R-HSA-351202:R-HSA-351202	2	3.50877193	0.034597906	"P19623, P52788"	35	4	3881	55.44285714	0.845283532	0.372831647	29.07392496
KEGG_PATHWAY	hsa00980:Metabolism of xenobiotics by cytochrome P450	3	5.263157895	0.051874404	"P28845, O75828, P16152"	28	44	3211	7.818993506	0.860672377	0.325770974	38.01664948
INTERPRO	IPR014816:tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit GCD14	2	3.50877193	0.019297792	"Q96FX7, Q9BVS5"	56	2	5673	101.3035714	0.870758775	0.253452759	19.60933873
INTERPRO	IPR001737:Ribosomal RNA adenine methylase transferase	2	3.50877193	0.019297792	"Q9UNQ2, Q9H5Q4"	56	2	5673	101.3035714	0.870758775	0.253452759	19.60933873
INTERPRO	"IPR008576:Protein of unknown function DUF858, methyltransferase-like"	2	3.50877193	0.019297792	"Q9BV86, Q5VVY1"	56	2	5673	101.3035714	0.870758775	0.253452759	19.60933873
INTERPRO	"IPR020598:Ribosomal RNA adenine methylase transferase, N-terminal"	2	3.50877193	0.019297792	"Q9UNQ2, Q9H5Q4"	56	2	5673	101.3035714	0.870758775	0.253452759	19.60933873
INTERPRO	IPR002877:Ribosomal RNA methyltransferase FtsJ domain	2	3.50877193	0.019297792	"Q9UI43, Q8N1G2"	56	2	5673	101.3035714	0.870758775	0.253452759	19.60933873
GOTERM_BP_DIRECT	GO:0006306~DNA methylation	3	5.263157895	0.013701547	"Q9Y6K1, P26358, Q5T8I9"	57	18	5570	16.28654971	0.940061788	0.296582818	15.92683005
INTERPRO	"IPR018117:DNA methylase, C-5 cytosine-specific, active site"	2	3.50877193	0.028809099	"Q9Y6K1, P26358"	56	3	5673	67.53571429	0.953550236	0.318645798	27.92314906
GOTERM_MF_DIRECT	GO:0018423~protein C-terminal leucine carboxyl O-methyltransferase activity	2	3.50877193	0.020012002	"Q9UIC8, Q5T8I9"	57	2	5569	97.70175439	0.975755163	0.310614846	22.11299571
GOTERM_MF_DIRECT	GO:0047025~3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity	2	3.50877193	0.020012002	"Q92506, Q8N4T8"	57	2	5569	97.70175439	0.975755163	0.310614846	22.11299571
GOTERM_MF_DIRECT	GO:0071885~N-terminal protein N-methyltransferase activity	2	3.50877193	0.020012002	"Q9BV86, Q5VVY1"	57	2	5569	97.70175439	0.975755163	0.310614846	22.11299571
GOTERM_MF_DIRECT	GO:0008650~rRNA (uridine-2'-O-)-methyltransferase activity	2	3.50877193	0.020012002	"Q9UI43, Q5T8I9"	57	2	5569	97.70175439	0.975755163	0.310614846	22.11299571
GOTERM_MF_DIRECT	GO:0008172~S-methyltransferase activity	2	3.50877193	0.020012002	"P46597, Q5T8I9"	57	2	5569	97.70175439	0.975755163	0.310614846	22.11299571
GOTERM_BP_DIRECT	GO:0006480~N-terminal protein amino acid methylation	2	3.50877193	0.020008427	"Q9BV86, Q5VVY1"	57	2	5570	97.71929825	0.983805871	0.367530287	22.4423836
GOTERM_BP_DIRECT	GO:0006481~C-terminal protein methylation	2	3.50877193	0.020008427	"Q9UIC8, Q5T8I9"	57	2	5570	97.71929825	0.983805871	0.367530287	22.4423836
GOTERM_BP_DIRECT	GO:0006633~fatty acid biosynthetic process	3	5.263157895	0.023784949	"Q92506, Q8N4T8, P49327"	57	24	5570	12.21491228	0.992633149	0.388032743	26.11796689
REACTOME_PATHWAY	R-HSA-156581:R-HSA-156581	2	3.50877193	0.092368656	"P51580, P40261"	35	11	3881	20.16103896	0.994122364	0.642035017	61.15421176
GOTERM_MF_DIRECT	GO:0004090~carbonyl reductase (NADPH) activity	2	3.50877193	0.029869974	"O75828, P16152"	57	3	5569	65.13450292	0.996226797	0.397855221	31.26422962
GOTERM_MF_DIRECT	GO:0016429~tRNA (adenine-N1-)-methyltransferase activity	2	3.50877193	0.029869974	"Q96FX7, Q9BVS5"	57	3	5569	65.13450292	0.996226797	0.397855221	31.26422962
GOTERM_BP_DIRECT	GO:0070475~rRNA base methylation	2	3.50877193	0.029864664	"Q86W50, Q96P11"	57	3	5570	65.14619883	0.997940347	0.430098955	31.6998374
GOTERM_BP_DIRECT	GO:0046498~S-adenosylhomocysteine metabolic process	2	3.50877193	0.029864664	"Q9Y6K1, Q14353"	57	3	5570	65.14619883	0.997940347	0.430098955	31.6998374
GOTERM_BP_DIRECT	GO:0090116~C-5 methylation of cytosine	2	3.50877193	0.029864664	"Q9Y6K1, P26358"	57	3	5570	65.14619883	0.997940347	0.430098955	31.6998374
GOTERM_MF_DIRECT	GO:0004303~estradiol 17-beta-dehydrogenase activity	2	3.50877193	0.039630534	"Q92506, Q9BPX1"	57	4	5569	48.85087719	0.999412977	0.462075572	39.34162008
GOTERM_BP_DIRECT	GO:0080009~mRNA methylation	2	3.50877193	0.039623525	"Q8N1G2, Q5T8I9"	57	4	5570	48.85964912	0.99973814	0.497072105	39.8536807
GOTERM_BP_DIRECT	GO:0043045~DNA methylation involved in embryo development	2	3.50877193	0.039623525	"Q9Y6K1, P26358"	57	4	5570	48.85964912	0.99973814	0.497072105	39.8536807
GOTERM_BP_DIRECT	GO:0046500~S-adenosylmethionine metabolic process	2	3.50877193	0.049285955	"Q14353, Q14749"	57	5	5570	39.0877193	0.99996672	0.547568917	47.0353138
GOTERM_BP_DIRECT	GO:0006595~polyamine metabolic process	2	3.50877193	0.049285955	"P19623, P52788"	57	5	5570	39.0877193	0.99996672	0.547568917	47.0353138
GOTERM_BP_DIRECT	GO:0006555~methionine metabolic process	2	3.50877193	0.049285955	"P52788, Q14749"	57	5	5570	39.0877193	0.99996672	0.547568917	47.0353138
GOTERM_BP_DIRECT	GO:0006703~estrogen biosynthetic process	2	3.50877193	0.058852888	"Q92506, Q9BPX1"	57	6	5570	32.57309942	0.999995772	0.586807582	53.36051159
GOTERM_MF_DIRECT	GO:0003857~3-hydroxyacyl-CoA dehydrogenase activity	2	3.50877193	0.068337159	"P51659, Q92506"	57	7	5569	27.91478697	0.999997794	0.632807826	58.31728808
GAD_DISEASE	Acquired Immunodeficiency Syndrome|Disease Progression	8	14.03508772	0.065507053	"P51659, Q9UI43, Q92506, P54819, Q8N4T8, P49327, Q9H5Q4, Q86VU5"	44	375	4450	2.157575758	0.999999422	0.972424114	57.56891152
GOTERM_MF_DIRECT	GO:0042054~histone methyltransferase activity	2	3.50877193	0.087004946	"Q9BV86, Q8TEK3"	57	9	5569	21.71150097	0.999999947	0.697697211	67.54484664
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	3	5.263157895	0.089551943	"P51659, P49327, P22087"	57	50	5570	5.863157895	0.999999995	0.720828965	69.26380445
