Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR011705:BTB/Kelch-associated	7	4.666666667	6.64E-07	"Q8IXQ5, Q53G59, O95198, Q9Y6Y0, Q2TBA0, Q14145, Q9Y2M5"	147	14	5673	19.29591837	1.65E-04	1.37E-05	8.62E-04
INTERPRO	IPR009091:Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	6	4	1.22E-06	"P18754, Q15751, Q9P258, O95714, Q92834, Q96I51"	147	9	5673	25.72789116	3.03E-04	2.33E-05	0.00158673
SMART	SM00630:Sema	6	4	1.23E-06	"Q04912, O43157, P08581, O75326, Q92854, O60486"	84	10	3655	26.10714286	6.79E-05	1.70E-05	0.001213554
INTERPRO	IPR019410:Nicotinamide N-methyltransferase-like	5	3.333333333	2.06E-06	"Q8WXB1, Q5VZV1, Q7Z624, Q9H867, Q96AZ1"	147	5	5673	38.59183673	5.12E-04	3.66E-05	0.002678509
INTERPRO	IPR001627:Semaphorin/CD100 antigen	6	4	2.40E-06	"Q04912, O43157, P08581, O75326, Q92854, O60486"	147	10	5673	23.15510204	5.94E-04	3.96E-05	0.003107773
INTERPRO	"IPR002469:Peptidase S9B, dipeptidylpeptidase IV N-terminal"	5	3.333333333	6.07E-06	"Q6V1X1, Q12884, P27487, Q8N608, P42658"	147	6	5673	32.15986395	0.001504074	9.41E-05	0.007874431
GOTERM_MF_DIRECT	GO:0008173~RNA methyltransferase activity	5	3.333333333	6.53E-06	"Q5T8I9, Q7L2J0, Q96RS0, Q8TEA1, Q96P11"	147	6	5569	31.57029478	0.002165862	0.001083518	0.00886145
INTERPRO	"IPR015916:Galactose oxidase, beta-propeller"	5	3.333333333	1.39E-05	"Q53G59, O95198, Q9Y6Y0, Q14145, Q9Y2M5"	147	7	5673	27.56559767	0.003435965	2.02E-04	0.018005165
SMART	SM00423:PSI	6	4	2.67E-05	"Q04912, O43157, P08581, O75326, Q92854, O60486"	84	17	3655	15.35714286	0.001468767	2.94E-04	0.026282299
SMART	SM00191:Int_alpha	5	3.333333333	2.86E-05	"P08648, P06756, P20701, P20702, P08514"	84	9	3655	24.17328042	0.001570904	2.62E-04	0.028111138
GOTERM_MF_DIRECT	GO:0008757~S-adenosylmethionine-dependent methyltransferase activity	5	3.333333333	2.92E-05	"P63151, Q9UIC8, Q7L2J0, Q8TEA1, Q96P11"	147	8	5569	23.67772109	0.009663287	0.003231527	0.039679671
REACTOME_PATHWAY	R-HSA-180746:R-HSA-180746	7	4.666666667	3.60E-05	"Q12769, O75694, P18754, P78406, Q8NFH3, Q8NFH4, P35658"	100	26	3881	10.44884615	0.007754496	0.007754496	0.04573124
INTERPRO	"IPR020904:Short-chain dehydrogenase/reductase, conserved site"	6	4	3.66E-05	"Q92506, Q8N4T8, P28845, Q6UWP2, O75828, P16152"	147	16	5673	14.47193878	0.009043567	5.05E-04	0.0475169
GOTERM_MF_DIRECT	GO:0004842~ubiquitin-protein transferase activity	15	10	4.05E-05	"Q9UJX5, Q6PCD5, Q53G59, Q9Y297, Q15751, Q14145, Q9Y2M5, Q8IXQ5, O95198, Q92466, Q2TBA0, Q13216, Q8NHY2, O95714, Q969H0"	147	153	5569	3.714152328	0.013371555	0.003359783	0.055005339
REACTOME_PATHWAY	R-HSA-165054:R-HSA-165054	7	4.666666667	4.54E-05	"Q12769, O75694, P18754, P78406, Q8NFH3, Q8NFH4, P35658"	100	27	3881	10.06185185	0.009756129	0.004890021	0.057590261
INTERPRO	IPR011047:Quinonprotein alcohol dehydrogenase-like superfamily	5	3.333333333	4.80E-05	"O14727, O00423, Q9HCU5, Q9BVC4, Q8TEQ6"	147	9	5673	21.4399093	0.011830038	6.26E-04	0.062240474
INTERPRO	IPR000413:Integrin alpha chain	5	3.333333333	4.80E-05	"P08648, P06756, P20701, P20702, P08514"	147	9	5673	21.4399093	0.011830038	6.26E-04	0.062240474
INTERPRO	IPR013517:FG-GAP repeat	5	3.333333333	4.80E-05	"P08648, P06756, P20701, P20702, P08514"	147	9	5673	21.4399093	0.011830038	6.26E-04	0.062240474
INTERPRO	"IPR018184:Integrin alpha chain, C-terminal cytoplasmic region, conserved site"	5	3.333333333	4.80E-05	"P08648, P06756, P20701, P20702, P08514"	147	9	5673	21.4399093	0.011830038	6.26E-04	0.062240474
INTERPRO	IPR002165:Plexin	5	3.333333333	4.80E-05	"O43157, P08581, O75326, Q92854, O60486"	147	9	5673	21.4399093	0.011830038	6.26E-04	0.062240474
INTERPRO	IPR013649:Integrin alpha-2	5	3.333333333	4.80E-05	"P08648, P06756, P20701, P20702, P08514"	147	9	5673	21.4399093	0.011830038	6.26E-04	0.062240474
INTERPRO	IPR013519:Integrin alpha beta-propellor	5	3.333333333	4.80E-05	"P08648, P06756, P20701, P20702, P08514"	147	9	5673	21.4399093	0.011830038	6.26E-04	0.062240474
KEGG_PATHWAY	hsa04120:Ubiquitin mediated proteolysis	12	8	4.96E-05	"Q16531, Q9UJX5, Q9UM11, Q92466, Q9Y297, Q15751, Q12834, Q14145, Q8NHY2, Q13216, O95714, Q969H0"	83	104	3211	4.463855422	0.006031068	0.006031068	0.057073831
INTERPRO	IPR016201:Plexin-like fold	6	4	5.08E-05	"Q04912, O43157, P08581, O75326, Q92854, O60486"	147	17	5673	13.62064826	0.012525564	6.30E-04	0.065921731
GOTERM_BP_DIRECT	GO:0030488~tRNA methylation	5	3.333333333	5.15E-05	"O14717, Q9UJA5, Q5T8I9, Q8TEA1, Q96FX7"	147	9	5570	21.05064248	0.040788359	0.013785281	0.079184652
GOTERM_MF_DIRECT	GO:0008239~dipeptidyl-peptidase activity	5	3.333333333	8.42E-05	"Q6V1X1, Q12884, P27487, Q8N608, P42658"	147	10	5569	18.94217687	0.027571031	0.005576045	0.11420479
REACTOME_PATHWAY	R-HSA-6784531:R-HSA-6784531	7	4.666666667	1.25E-04	"Q12769, Q10570, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	32	3881	8.4896875	0.026704458	0.008981919	0.158917691
GOTERM_BP_DIRECT	GO:0001510~RNA methylation	4	2.666666667	1.70E-04	"Q9UI43, Q5T8I9, Q7L2J0, Q8TEA1"	147	5	5570	30.31292517	0.128192819	0.033715283	0.260622433
GOTERM_BP_DIRECT	GO:0018022~peptidyl-lysine methylation	4	2.666666667	1.70E-04	"Q8WXB1, Q5T8I9, Q5VZV1, Q7Z624"	147	5	5570	30.31292517	0.128192819	0.033715283	0.260622433
INTERPRO	IPR016040:NAD(P)-binding domain	11	7.333333333	1.73E-04	"Q92506, Q14376, Q8N4T8, O60701, P49327, P28845, Q6UWP2, O60547, O75828, P16152, Q12791"	147	97	5673	4.376393857	0.042107267	0.00204645	0.224810617
KEGG_PATHWAY	hsa03013:RNA transport	11	7.333333333	1.81E-04	"O43432, Q12769, O75694, P78406, Q96RS0, Q8NFH3, Q8NFH4, Q8TEQ6, P35658, P55884, Q13838"	83	100	3211	4.255542169	0.021816962	0.010968637	0.207958802
SMART	SM00225:BTB	7	4.666666667	2.05E-04	"Q8IXQ5, Q53G59, O95198, Q9Y6Y0, Q2TBA0, Q14145, Q9Y2M5"	84	39	3655	7.80982906	0.011201393	0.001607935	0.201245845
INTERPRO	IPR002347:Glucose/ribitol dehydrogenase	6	4	2.44E-04	"Q92506, Q8N4T8, P28845, Q6UWP2, O75828, P16152"	147	23	5673	10.06743567	0.058710615	0.002746433	0.316039921
GOTERM_BP_DIRECT	GO:0006409~tRNA export from nucleus	6	4	2.65E-04	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	147	23	5570	9.884649512	0.19309117	0.042001358	0.40728371
REACTOME_PATHWAY	R-HSA-170822:R-HSA-170822	6	4	2.82E-04	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	24	3881	9.7025	0.059145637	0.015126163	0.357590531
GOTERM_BP_DIRECT	GO:0010827~regulation of glucose transport	6	4	3.28E-04	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	147	24	5570	9.472789116	0.233055227	0.043259816	0.503469687
REACTOME_PATHWAY	R-HSA-3301854:R-HSA-3301854	6	4	3.46E-04	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	25	3881	9.3144	0.07196188	0.014825498	0.437860272
REACTOME_PATHWAY	R-HSA-180910:R-HSA-180910	6	4	3.46E-04	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	25	3881	9.3144	0.07196188	0.014825498	0.437860272
INTERPRO	IPR000210:BTB/POZ-like	7	4.666666667	4.89E-04	"Q8IXQ5, Q53G59, O95198, Q9Y6Y0, Q2TBA0, Q14145, Q9Y2M5"	147	40	5673	6.753571429	0.114157705	0.005256412	0.632157279
GOTERM_BP_DIRECT	GO:0016567~protein ubiquitination	12	8	5.51E-04	"Q8IXQ5, Q6PCD5, O95198, Q9Y297, Q2TBA0, Q15751, Q14145, Q8NHY2, O95714, Q9Y2M5, Q9Y4B6, Q969H0"	147	130	5570	3.497645212	0.359445818	0.061649425	0.843719401
REACTOME_PATHWAY	R-HSA-168276:R-HSA-168276	6	4	6.02E-04	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	28	3881	8.316428571	0.121925934	0.021437599	0.761090136
INTERPRO	IPR011333:BTB/POZ fold	7	4.666666667	6.40E-04	"Q8IXQ5, Q53G59, O95198, Q9Y6Y0, Q2TBA0, Q14145, Q9Y2M5"	147	42	5673	6.431972789	0.146843241	0.00659532	0.827409759
REACTOME_PATHWAY	R-HSA-159236:R-HSA-159236	7	4.666666667	6.72E-04	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658, Q13838"	100	43	3881	6.317906977	0.135128705	0.020525646	0.849393601
GOTERM_BP_DIRECT	GO:1900034~regulation of cellular response to heat	8	5.333333333	7.23E-04	"Q12769, O75694, P78406, Q8N122, Q9BVC4, Q8NFH3, Q8NFH4, P35658"	147	58	5570	5.226366409	0.442413542	0.070415171	1.105019598
INTERPRO	IPR015915:Kelch-type beta propeller	4	2.666666667	8.51E-04	"Q8IXQ5, Q53G59, Q2TBA0, Q14145"	147	8	5673	19.29591837	0.190243848	0.008405361	1.09792635
SMART	SM00135:LY	4	2.666666667	8.60E-04	"P01130, O75581, Q14114, Q92673"	84	9	3655	19.33862434	0.046195721	0.005894656	0.842257154
GOTERM_BP_DIRECT	GO:0007077~mitotic nuclear envelope disassembly	6	4	0.001132279	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	147	31	5570	7.333772219	0.599643463	0.096709514	1.726237183
INTERPRO	IPR000033:LDLR class B repeat	4	2.666666667	0.001251808	"P01130, O75581, Q14114, Q92673"	147	9	5673	17.15192744	0.267024415	0.011876712	1.612046151
GOTERM_BP_DIRECT	GO:0006406~mRNA export from nucleus	8	5.333333333	0.001309917	"Q12769, Q10570, O75694, P78406, Q8NFH3, Q8NFH4, P35658, Q13838"	147	64	5570	4.736394558	0.653234647	0.100495025	1.994516931
REACTOME_PATHWAY	R-HSA-4570464:R-HSA-4570464	6	4	0.001725693	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	35	3881	6.653142857	0.311384129	0.045563304	2.168254697
REACTOME_PATHWAY	R-HSA-168325:R-HSA-168325	6	4	0.001725693	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	35	3881	6.653142857	0.311384129	0.045563304	2.168254697
INTERPRO	"IPR002471:Peptidase S9, serine active site"	3	2	0.001940342	"Q12884, P27487, P48147"	147	3	5673	38.59183673	0.38225055	0.01768153	2.488464768
INTERPRO	"IPR025820:Methyltransferase NNMT/PNMT/TEMT, conserved site"	3	2	0.001940342	"O95050, P11086, P40261"	147	3	5673	38.59183673	0.38225055	0.01768153	2.488464768
INTERPRO	IPR001678:Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p	3	2	0.001940342	"Q8TEA1, Q96P11, Q96CB9"	147	3	5673	38.59183673	0.38225055	0.01768153	2.488464768
INTERPRO	"IPR000940:Methyltransferase, NNMT/PNMT/TEMT"	3	2	0.001940342	"O95050, P11086, P40261"	147	3	5673	38.59183673	0.38225055	0.01768153	2.488464768
INTERPRO	IPR023267:RNA (C5-cytosine) methyltransferase	3	2	0.001940342	"Q8TEA1, Q96P11, Q96CB9"	147	3	5673	38.59183673	0.38225055	0.01768153	2.488464768
GOTERM_MF_DIRECT	"GO:0000179~rRNA (adenine-N6,N6-)-dimethyltransferase activity"	3	2	0.002012849	"Q5T8I9, Q9UNQ2, Q9H5Q4"	147	3	5569	37.88435374	0.487748354	0.105499556	2.697029999
GOTERM_MF_DIRECT	GO:0016428~tRNA (cytosine-5-)-methyltransferase activity	3	2	0.002012849	"O14717, Q5T8I9, Q8TEA1"	147	3	5569	37.88435374	0.487748354	0.105499556	2.697029999
GOTERM_BP_DIRECT	GO:0016032~viral process	14	9.333333333	0.0022065	"Q16531, Q12769, Q9Y297, P78406, P18754, Q8NFH3, Q8NFH4, Q8TAF3, O43432, O75694, P63244, P35658, Q9Y4B6, Q969H0"	147	201	5570	2.639185027	0.832173087	0.149776953	3.338171768
REACTOME_PATHWAY	R-HSA-4615885:R-HSA-4615885	6	4	0.002225611	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	37	3881	6.293513514	0.382000529	0.05206959	2.78823894
GOTERM_BP_DIRECT	GO:0075733~intracellular transport of virus	6	4	0.002560476	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	147	37	5570	6.144511859	0.874005638	0.15854817	3.863896399
GOTERM_MF_DIRECT	GO:0008236~serine-type peptidase activity	6	4	0.002889427	"Q6V1X1, Q12884, P27487, P48147, Q8N608, P42658"	147	38	5569	5.981740064	0.617366705	0.128238798	3.85036725
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	7	4.666666667	0.002944716	"P08648, P06756, P20701, P20702, O75326, P08514, Q9P258"	147	55	5570	4.822510823	0.907711983	0.167477857	4.431542375
SMART	SM00284:OLF	3	2	0.002967991	"Q99972, Q99784, Q9HAR2"	84	4	3655	32.63392857	0.150818392	0.018000706	2.881282796
REACTOME_PATHWAY	R-HSA-3108214:R-HSA-3108214	7	4.666666667	0.002999508	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, O95714, P35658"	100	57	3881	4.766140351	0.477362542	0.062826385	3.740869384
GOTERM_BP_DIRECT	GO:0071526~semaphorin-plexin signaling pathway	4	2.666666667	0.00326213	"O43157, P08581, O75326, Q92854"	147	12	5570	12.63038549	0.928646541	0.171865126	4.898098923
GOTERM_MF_DIRECT	GO:0016279~protein-lysine N-methyltransferase activity	4	2.666666667	0.003263785	"Q8WXB1, Q5T8I9, Q5VZV1, Q9H867"	147	12	5569	12.62811791	0.662216053	0.126868059	4.339051299
REACTOME_PATHWAY	R-HSA-1169408:R-HSA-1169408	7	4.666666667	0.00357479	"O43432, Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	59	3881	4.604576271	0.53862226	0.067906039	4.443434864
INTERPRO	IPR003112:Olfactomedin-like	3	2	0.003815124	"Q99972, Q99784, Q9HAR2"	147	4	5673	28.94387755	0.612469304	0.03328903	4.838443807
GOTERM_MF_DIRECT	GO:0030215~semaphorin receptor binding	3	2	0.00395642	"O43157, O75326, Q92854"	147	4	5569	28.41326531	0.73183066	0.136047426	5.237148674
PIR_SUPERFAMILY	PIRSF000384:phenylethanolamine N-methyltransferase	3	2	0.004302235	"O95050, P11086, P40261"	33	3	822	24.90909091	0.102181993	0.052467411	3.437554975
SMART	SM00667:LisH	3	2	0.004873773	"Q2TAY7, Q9BZK7, Q9Y4B6"	84	5	3655	26.10714286	0.235637292	0.026513465	4.691845651
SMART	SM00429:IPT	4	2.666666667	0.006101874	"Q04912, O43157, P08581, O60486"	84	17	3655	10.23809524	0.285827777	0.030139305	5.842461654
REACTOME_PATHWAY	R-HSA-3371453:R-HSA-3371453	6	4	0.006406133	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	47	3881	4.954468085	0.750469948	0.109240961	7.832894637
GOTERM_MF_DIRECT	GO:0008171~O-methyltransferase activity	3	2	0.006480792	"P46597, Q5T8I9, Q86VU5"	147	5	5569	22.73061224	0.884516217	0.194153915	8.444664811
GOTERM_BP_DIRECT	GO:0031047~gene silencing by RNA	7	4.666666667	0.007844766	"Q12769, O75694, Q5T8I9, P78406, Q8NFH3, Q8NFH4, P35658"	147	67	5570	3.958777541	0.998276786	0.345731599	11.40105918
SMART	SM00192:LDLa	4	2.666666667	0.0084156	"P01130, O75581, Q14114, Q92673"	84	19	3655	9.160401003	0.371749688	0.037994121	7.976361384
REACTOME_PATHWAY	R-HSA-5578749:R-HSA-5578749	6	4	0.009055148	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	100	51	3881	4.565882353	0.859819079	0.140272764	10.90345394
REACTOME_PATHWAY	R-HSA-983168:R-HSA-983168	11	7.333333333	0.009414775	"Q9UJX5, Q9UM11, O95198, Q9Y297, Q15751, Q12834, Q14145, O95714, Q9Y2M5, Q9Y4B6, Q969H0"	100	167	3881	2.556347305	0.870389922	0.135794442	11.31296424
GOTERM_BP_DIRECT	GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process	8	5.333333333	0.009499383	"Q8IXQ5, Q16531, Q9UJX5, Q9UM11, Q12834, Q14145, O95714, Q9Y2M5"	147	91	5570	3.331090678	0.99955266	0.382460296	13.64507944
GOTERM_MF_DIRECT	GO:0097027~ubiquitin-protein transferase activator activity	3	2	0.009554591	"Q9UM11, Q12834, Q969H0"	147	6	5569	18.94217687	0.958719935	0.251557887	12.2144607
INTERPRO	"IPR023415:Low-density lipoprotein (LDL) receptor class A, conserved site"	4	2.666666667	0.010261077	"P01130, O75581, Q14114, Q92673"	147	18	5673	8.575963719	0.922532199	0.08442519	12.5252939
INTERPRO	IPR002909:Cell surface receptor IPT/TIG	4	2.666666667	0.011958657	"Q04912, O43157, P08581, O60486"	147	19	5673	8.124597207	0.949390844	0.094668489	14.45206189
INTERPRO	IPR002172:Low-density lipoprotein (LDL) receptor class A repeat	4	2.666666667	0.011958657	"P01130, O75581, Q14114, Q92673"	147	19	5673	8.124597207	0.949390844	0.094668489	14.45206189
INTERPRO	IPR006594:LisH dimerisation motif	3	2	0.012690218	"Q2TAY7, Q9BZK7, Q9Y4B6"	147	7	5673	16.5393586	0.957883415	0.097125222	15.27024851
GOTERM_BP_DIRECT	GO:0006379~mRNA cleavage	3	2	0.013143155	"Q10570, Q9C0J8, Q05048"	147	7	5570	16.23906706	0.99997723	0.4667836	18.40081512
REACTOME_PATHWAY	R-HSA-2408508:R-HSA-2408508	3	2	0.016317412	"P50135, P40261, Q14749"	100	8	3881	14.55375	0.971379545	0.210936836	18.84469832
REACTOME_PATHWAY	R-HSA-416550:R-HSA-416550	3	2	0.016317412	"O43157, P08581, Q92854"	100	8	3881	14.55375	0.971379545	0.210936836	18.84469832
GOTERM_BP_DIRECT	GO:0007062~sister chromatid cohesion	6	4	0.018587939	"Q12769, Q12834, Q8NFH3, Q9P258, Q8NFH4, Q969H0"	147	59	5570	3.853337945	0.999999739	0.569257236	25.05286274
GOTERM_BP_DIRECT	GO:0019083~viral transcription	6	4	0.019862348	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, P35658"	147	60	5570	3.789115646	0.999999909	0.57393946	26.53484062
GOTERM_BP_DIRECT	GO:0016925~protein sumoylation	7	4.666666667	0.020019695	"Q12769, O75694, P78406, Q8NFH3, Q8NFH4, O95714, P35658"	147	82	5570	3.234610918	0.99999992	0.558245639	26.71590312
GOTERM_MF_DIRECT	GO:0042054~histone methyltransferase activity	3	2	0.021776965	"Q9BV86, O75530, Q8TEK3"	147	9	5569	12.62811791	0.999331074	0.45618878	25.82665594
GOTERM_MF_DIRECT	GO:0005041~low-density lipoprotein receptor activity	3	2	0.021776965	"P01130, O75581, Q14114"	147	9	5569	12.62811791	0.999331074	0.45618878	25.82665594
GOTERM_MF_DIRECT	GO:0017154~semaphorin receptor activity	3	2	0.021776965	"O43157, P08581, O60486"	147	9	5569	12.62811791	0.999331074	0.45618878	25.82665594
REACTOME_PATHWAY	R-HSA-2151201:R-HSA-2151201	4	2.666666667	0.022096422	"Q00059, Q9BZK7, Q96RS0, Q9H5Q4"	100	24	3881	6.468333333	0.99198426	0.260400728	24.69232601
REACTOME_PATHWAY	R-HSA-416700:R-HSA-416700	3	2	0.025368239	"O75326, Q92854, O60486"	100	10	3881	11.643	0.996113479	0.278544632	27.82834955
GAD_DISEASE	gastric ulcer	3	2	0.026442146	"P20701, P20702, P50135"	117	10	4450	11.41025641	0.99999884	0.99999884	32.08933439
